"Protein IDs","Gene names","Protein names","MitoCarta3.0_SubMitoLocalization","MitoCarta3.0_MitoPathways","FC_MITOS_OCIAD1","p_OCIAD1_MITOS","sig_MITOS_OCIAD1","LFQ_KO_MITOS_22","LFQ_KO_MITOS_23","LFQ_KO_MITOS_24","LFQ_WT_MITOS_22","LFQ_WT_MITOS_23","LFQ_WT_MITOS_24","missingness"
"Q9NX46","ADPRHL2","Poly(ADP-ribose) glycohydrolase ARH3",NA,NA,0.439141521529965,0.080179256222571,FALSE,24.8725644560428,24.9229335704374,25.3457930659334,24.7259229891255,24.6431807716271,24.4547627670711,"complete"
"Q9NX47","MARCH5","E3 ubiquitin-protein ligase MARCH5",NA,NA,0.559819849752504,0.000741665653379408,FALSE,26.8886301525187,26.944362522691,26.8043595935789,26.3686193525319,26.3096926838386,26.2795806831606,"complete"
"Q9NX62","IMPAD1","Inositol monophosphatase 3",NA,NA,0.0942721026754008,0.635432889103953,FALSE,25.5610239783775,25.5324610992285,25.529718329142,25.3195779467628,25.2370735430561,25.7837356089029,"complete"
"Q9NX63","CHCHD3","MICOS complex subunit MIC19","MIM","Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",-0.14693665376047,0.483518841603864,FALSE,29.7381674666312,29.9734821258991,30.2415985260679,30.3709296877096,29.9701354379441,30.0529929542259,"complete"
"Q9NX74","DUS2","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","Matrix","Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications",1.38713927842483,0.00699510442103166,TRUE,25.0404122598498,24.748875325135,24.9252281588605,23.1950381012093,23.545327161599,23.8127326457625,"complete"
"Q9NX76","CMTM6","CKLF-like MARVEL transmembrane domain-containing protein 6",NA,NA,-0.791431880689217,0.158982651750066,FALSE,24.1500914803106,23.5674581412821,NA,24.0926929497827,24.9310709218202,24.9268562028538,NA
"Q9NXA8;Q9NXA8-3;Q9NXA8-4;Q9NXA8-2","SIRT5","NAD-dependent protein deacylase sirtuin-5, mitochondrial","Matrix","Metabolism > Metals and cofactors > NAD biosynthesis and metabolism",0.579008564987166,0.0372578844747738,FALSE,25.3529093656184,25.6266278688117,25.7615803665721,25.2857068681537,24.8661707446988,24.8522142931882,"complete"
"Q9NXE4-2;Q9NXE4-6;Q9NXE4;Q9NXE4-4;Q9NXE4-3;Q9NXE4-8;Q9NXE4-10;Q9NXE4-9;Q9NXE4-7;Q9NXE4-5","SMPD4","Sphingomyelin phosphodiesterase 4",NA,NA,0.377997634748432,0.329717564301559,FALSE,24.8128615619648,24.8645548797542,23.9752965967199,24.0624492823406,23.9790821255467,24.4771887263063,"complete"
"Q9NXG6-3;Q9NXG6;Q9NXG6-2","P4HTM","Transmembrane prolyl 4-hydroxylase",NA,NA,0.646187055401633,0.0656851780445466,FALSE,24.8820032402557,24.4817325540864,24.6588824569768,23.6264338741973,24.1744144086879,24.2832088022288,"complete"
"Q9NXH9-2;Q9NXH9","TRMT1","tRNA (guanine(26)-N(2))-dimethyltransferase","Matrix","Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications",-0.667607850574765,0.0989406933285884,FALSE,22.982662064046,23.4916397196952,22.9966066377189,24.3139616688941,23.650380242253,23.5093900620373,"complete"
"Q9NXS2;Q9NXS2-3","QPCTL","Glutaminyl-peptide cyclotransferase-like protein",NA,NA,-0.131834641723767,0.0760700799654626,FALSE,24.5190066783568,24.5752457617662,24.6613758270593,24.7864673810271,24.7011926535459,24.6634721577806,"complete"
"Q9NXU5","ARL15","ADP-ribosylation factor-like protein 15",NA,NA,0.0736064649100001,0.614005074324294,FALSE,25.6512747737989,25.4162639831137,25.480932592518,25.2173598941222,25.5613119110322,25.5489801495462,"complete"
"Q9NXW2;Q9NXW2-2","DNAJB12","DnaJ homolog subfamily B member 12",NA,NA,-0.374767973579868,0.0516018721926174,FALSE,24.5716458164293,24.3595499195368,24.713733957374,24.7658488296681,25.0686152596036,24.934769524808,"complete"
"Q9NY33;Q9NY33-4;Q9NY33-2","DPP3","Dipeptidyl peptidase 3",NA,NA,0.468997621447098,0.18079422688949,FALSE,22.9304435595792,22.5683900936601,22.4386734994018,21.7469215871833,22.2226976409373,22.5608950601792,"complete"
"Q9NYB9-2;Q9NYB9-4;Q9NYB9;Q9NYB9-3","ABI2","Abl interactor 2",NA,NA,0.827807871284254,0.0418977534843644,FALSE,NA,26.0890841787578,25.8945865806031,25.1361457204561,25.2453851137917,25.1105516909408,NA
"Q9NYF8;Q9NYF8-2;Q9NYF8-4","BCLAF1","Bcl-2-associated transcription factor 1",NA,NA,-0.700454262678832,0.264865939908921,FALSE,24.5536804125034,25.1569060736737,25.797205857423,26.6144721898654,25.7632222210278,25.2314607207434,"complete"
"Q9NYJ1;Q9NYJ1-2","COA4","Cytochrome c oxidase assembly factor 4 homolog, mitochondrial","IMS","OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors",0.598714476596932,0.0106194591103542,FALSE,26.1216262175709,26.2453970471199,25.9023907819035,25.5437711691854,25.3479391311944,25.5815603164237,"complete"
"Q9NYK5;Q9NYK5-2","MRPL39","39S ribosomal protein L39, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.448204501749398,0.00228698829184428,FALSE,29.0534335687862,29.0654554017055,29.1554405173537,28.6881476417998,28.6920946333329,28.5494737074645,"complete"
"Q9NYL4-2;Q9NYL4","FKBP11","Peptidyl-prolyl cis-trans isomerase FKBP11",NA,NA,-3.27064342056173,0.000644709744678026,TRUE,23.6024942290504,23.3925043363333,23.3676058476396,26.4525488124717,26.6881543648423,27.0338314973945,"MNAR"
"Q9NYL9","TMOD3","Tropomodulin-3",NA,NA,-0.368757484475033,0.0472246792610641,FALSE,25.2229747144606,25.0847106203194,24.9437723204217,25.2758827548862,25.4620965860625,25.6197507676781,"complete"
"Q9NYU1;Q9NYU1-2","UGGT2","UDP-glucose:glycoprotein glucosyltransferase 2",NA,NA,1.0105591486111,0.268441332185071,FALSE,27.8014771461177,27.4174291668077,25.6895518701483,25.3005995711095,25.9035063661631,26.6726747999678,"complete"
"Q9NYU2-2;Q9NYU2","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1",NA,NA,-0.405334129998469,0.0685707084592071,FALSE,29.0617797566905,28.821532722806,28.8207003242786,29.0523455613675,29.3883016201197,29.4793680122833,"complete"
"Q9NYY8;Q9NYY8-2","FASTKD2","FAST kinase domain-containing protein 2","Matrix","Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly",-0.105472310189271,0.277178852466569,FALSE,26.9358877198179,26.988635713384,26.7685517794183,27.0625659316398,27.0424765344199,26.9044496771283,"complete"
"Q9NZ01;Q9NZ01-2","TECR","Very-long-chain enoyl-CoA reductase",NA,NA,-0.015054174507334,0.911702911137258,FALSE,28.2180118408846,28.3805773291406,28.5008944770299,28.5050479540277,28.189348926045,28.4502492905044,"complete"
"Q9NZ08;Q9NZ08-2","ERAP1","Endoplasmic reticulum aminopeptidase 1",NA,NA,0.194746010373265,0.211444841712628,FALSE,26.1893543426813,26.0579082939545,26.0263617326747,25.722063114103,25.8680921575409,26.0992310665468,"complete"
"Q9NZ43-3;Q9NZ43-2;Q9NZ43","USE1","Vesicle transport protein USE1",NA,NA,-0.1474820371185,0.232205285191267,FALSE,24.9585406142597,25.0582634356847,24.9975629182112,25.1921554478517,24.9829989071897,25.2816587244697,"complete"
"Q9NZ45","CISD1","CDGSH iron-sulfur domain-containing protein 1","MOM","Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins",0.0931925587330014,0.464460073768168,FALSE,27.205792551687,27.412225637911,27.3366296005633,27.4144579982011,27.1059024295487,27.1547096862125,"complete"
"Q9NZB2;Q9NZB2-6;Q9NZB2-4;Q9NZB2-2;Q9NZB2-5;Q5T035","FAM120A","Constitutive coactivator of PPAR-gamma-like protein 1",NA,NA,-0.180886548060567,0.439335190886422,FALSE,24.9167745993872,25.0184936028582,24.4731822014821,24.9623850703588,24.7782528012814,25.210472176269,"MAR"
"Q9NZB8-2;Q9NZB8-8;Q9NZB8;Q9NZB8-7;Q9NZB8-3;Q9NZB8-6;Q9NZB8-5;Q9NZB8-4","MOCS1","Molybdenum cofactor biosynthesis protein 1;Cyclic pyranopterin monophosphate synthase;Cyclic pyranopterin monophosphate synthase accessory protein","Matrix","Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins",1.22564472924133,0.0105907175154155,TRUE,25.554418477267,25.129418693003,25.2265772079922,23.6755282954814,24.3082268141775,24.2497250808793,"complete"
"Q9NZC3","GDE1","Glycerophosphodiester phosphodiesterase 1",NA,NA,-0.751253095925801,0.00590617477945378,FALSE,24.5260693803394,24.4641353993646,24.2387498456791,25.0886149128719,25.2169353993022,25.1771636009864,"complete"
"Q9NZE8;Q9NZE8-2","MRPL35","39S ribosomal protein L35, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.179029992289468,0.183589394617207,FALSE,26.8389537645667,26.7865061126379,27.0380754775816,26.7274446490576,26.8386804045555,26.5603203243047,"complete"
"Q9NZI8;Q9NZI8-2;REV__Q15833;Q15517","IGF2BP1","Insulin-like growth factor 2 mRNA-binding protein 1",NA,NA,-0.137510836222035,0.647606505143834,FALSE,27.2894135549655,27.0013795567013,27.4544547314786,27.0359289544496,27.2801865311105,27.8416648662514,"complete"
"Q9NZJ6","COQ3","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","MIM","Metabolism > Metals and cofactors > Coenzyme Q metabolism",0.140506241805465,0.149549780330656,FALSE,26.4207530814001,26.4579431941212,26.624058383796,26.4289989169355,26.3770203442838,26.2752166726816,"complete"
"Q9NZJ7;Q9NZJ7-2;Q9NZJ7-3","MTCH1","Mitochondrial carrier homolog 1","MOM","Small molecule transport > SLC25A family",-0.238649829572466,0.340347516421089,FALSE,27.3133566046144,27.717600681999,27.4254227442043,28.0711347677719,27.4687146725771,27.6324800791861,"complete"
"Q9NZL4-3;Q9NZL4;Q9NZL4-2","HSPBP1","Hsp70-binding protein 1",NA,NA,-0.568259458250484,0.580715930763376,FALSE,NA,23.1536307013785,21.6798296871086,22.8335525901811,23.1980342263434,22.9233821409576,NA
"Q9NZL9;Q9NZL9-2;Q9NZL9-3;Q9NZL9-4;Q9NZL9-5","MAT2B","Methionine adenosyltransferase 2 subunit beta",NA,NA,-0.0118576364599825,0.988709300583689,FALSE,NA,22.4721817683589,21.404917885196,23.009223204899,21.1698497290552,21.6721494557581,NA
"Q9NZM1-6;Q9NZM1;Q9NZM1-3;Q9NZM1-2;Q9NZM1-5;Q9NZM1-7;Q9NZM1-8;Q9NZM1-4","MYOF","Myoferlin",NA,NA,5.12425239367453,0.0768319543139628,FALSE,25.6068944571526,26.773144543222,25.752226946825,21.8364210714014,20.0032514393826,NA,NA
"Q9NZM3-2;Q9NZM3;Q9NZM3-4;Q9NZM3-3","ITSN2","Intersectin-2",NA,NA,-0.128897079429201,0.549892031127286,FALSE,24.5562110305904,24.6313978937304,24.2400311542924,NA,24.7464834753974,24.4630707358698,NA
"Q9NZN3;Q9NZN3-2","EHD3","EH domain-containing protein 3",NA,NA,-0.722295643647897,0.0037863253813729,FALSE,23.6238980382458,23.6497091319883,23.3971689026725,24.3099985270565,24.334660721324,24.1930037554698,"complete"
"Q9NZN8-2;Q9NZN8-4;Q9NZN8;Q9NZN8-5;Q9NZN8-3","CNOT2","CCR4-NOT transcription complex subunit 2",NA,NA,-0.133237528716567,0.667809630690796,FALSE,24.2645201637878,24.0450919210473,24.2683198217106,23.9981764706722,24.1339844914216,24.8454835306016,"complete"
"Q9NZV5-2;Q9NZV5","SEPN1","Selenoprotein N",NA,NA,0.289308587367568,0.380340272779278,FALSE,24.6861872190842,24.3514736465804,24.5713958754661,23.8372794170652,24.1856721871513,24.7181793748115,"complete"
"Q9NZW5","MPP6","MAGUK p55 subfamily member 6",NA,NA,-0.213679216330835,0.343462509842648,FALSE,26.7297236005781,26.4175181512787,26.4271028605375,26.4134768651208,26.854677790484,26.947227605782,"complete"
"Q9NZZ3;Q9NZZ3-2","CHMP5","Charged multivesicular body protein 5",NA,NA,-0.471085515252202,0.0826937150329332,FALSE,24.0835012072107,23.9247249152847,23.8838429515517,24.2058358164845,24.3592334885241,24.7402563147951,"complete"
"Q9P015","MRPL15","39S ribosomal protein L15, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.358838482159069,0.0179202620476089,FALSE,29.3202412217363,29.3041971465255,29.5153057434982,29.0436359628664,29.0691185157959,28.9504741866205,"complete"
"Q9P032","NDUFAF4","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4","MIM","OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors",0.0781730289515359,0.621135536510213,FALSE,28.8727821145621,29.0478389969597,28.7069740446863,28.9797845622754,28.8070989413822,28.6061925656959,"complete"
"Q9P035;Q9P035-2","HACD3","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3",NA,NA,-0.665919511431532,0.000213592371967963,FALSE,29.2578424819324,29.3307145298384,29.3754657186953,30.0493248836462,29.9183634105183,29.9940929705962,"complete"
"Q9P0I2;Q9P0I2-2","EMC3","ER membrane protein complex subunit 3",NA,NA,-0.504550967967035,0.0259135802604464,FALSE,25.9046195911541,25.9644232668519,25.7058351300925,26.3314288357862,26.1853791214602,26.5717229347532,"complete"
"Q9P0J0;Q9P0J0-2","NDUFA13","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13","MIM","OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits",0.229103298315767,0.0798176677112064,FALSE,30.2974760004102,30.441741425221,30.3651933464403,30.2891848292006,30.1013818333222,30.0265342146014,"complete"
"Q9P0J1;Q9P0J1-2","PDP1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial","MIM","Metabolism > Carbohydrate metabolism > Pyruvate metabolism",1.5253839113066,0.00554638450198745,TRUE,26.3978645211589,26.5480435276042,26.4999600548186,25.165640219713,25.0300241153395,24.6740520346094,"complete"
"Q9P0K7-4;Q9P0K7-3;Q9P0K7;Q9P0K7-2","RAI14","Ankycorbin",NA,NA,0.141672452219133,0.630268723624609,FALSE,27.0205679443137,26.5603406936118,26.6770575459935,26.2552975737507,27.0393127019275,26.5383385515834,"complete"
"Q9P0L0","VAPA","Vesicle-associated membrane protein-associated protein A",NA,NA,-1.72267120824267,0.00153322299733003,TRUE,26.2650593080767,26.6078690725823,26.6297560220885,28.5282233592617,27.9703374891202,28.1721371790936,"complete"
"Q9P0M6","H2AFY2","Core histone macro-H2A.2",NA,NA,2.0663960947615,0.0329562565572651,TRUE,24.9974076720082,25.4347833097412,23.9088523850402,23.2563240124169,23.0862438106286,21.7992872594596,"complete"
"Q9P0M9","MRPL27","39S ribosomal protein L27, mitochondrial","Matrix","Mitochondrial central dogma > Translation > Mitochondrial ribosome",0.432389953907865,0.0778012426695148,FALSE,28.0397526911798,27.9952728344369,28.4460289386727,27.7578507913148,27.8170863330319,27.6089474782191,"complete"
"Q9P0P8","C6orf203","Uncharacterized protein C6orf203",NA,NA,0.844824284840801,0.138437389890729,FALSE,26.3411059473751,26.0684926236834,27.267783898997,25.5776675196151,25.8838297698175,25.6814123261005,"complete"
"Q9P0S2","COX16","Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial","MIM","OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors",-0.349599217964418,0.0513282820649707,FALSE,24.6131277343082,24.6238171897165,NA,25.0270465682741,25.0727477707748,24.8044207008814,NA
"Q9P0S9","TMEM14C","Transmembrane protein 14C","MIM","0",0.304233848654167,0.342681556301505,FALSE,24.8142224318065,25.1392463403339,25.483689207099,25.0873136353895,24.4315594930135,25.0055833048739,"complete"
"Q9P0U1","TOMM7","Mitochondrial import receptor subunit TOM7 homolog","MOM","Protein import, sorting and homeostasis > Protein import and sorting > TOM | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",-0.425185747172101,0.386998732732635,FALSE,26.2183081829727,26.6247095377867,26.123872109828,27.0659880262319,26.4289766885039,NA,NA
"Q9P0V3;Q9P0V3-2","SH3BP4","SH3 domain-binding protein 4",NA,NA,-0.1688126646564,0.537540509895916,FALSE,24.2283265212652,23.8722982344998,23.7590797222613,23.8573076563144,24.522442750133,23.9863920655481,"complete"
"Q9P0V9-3;Q9P0V9;Q9P0V9-2","SEPT10","Septin-10",NA,NA,-0.0959078554248016,0.864421887368029,FALSE,25.0014954524502,24.0846756352958,24.4750620588027,23.7248675031278,25.0194512525408,25.1046379571545,"complete"
"Q9P253","VPS18","Vacuolar protein sorting-associated protein 18 homolog",NA,NA,-3.10212426141343,0.0224599105691516,TRUE,21.3902227989731,22.2859020149483,20.0278809966549,24.8321316871678,23.5097146024115,24.6685323052373,"MNAR"
"Q9P258","RCC2","Protein RCC2",NA,NA,0.254552370542232,0.113016458496389,FALSE,27.1565388214217,27.0745840674372,27.2590404143273,26.906274156805,27.086469766724,26.7337622680305,"complete"
"Q9P265;Q14689-5;Q14689-6;Q14689;Q9Y2E4-2;Q14689-3;Q14689-2;Q14689-4","DIP2B","Disco-interacting protein 2 homolog B",NA,NA,-1.4191818472426,0.0109082283810084,TRUE,24.2064085126377,23.9770419717721,23.4248241653387,25.0680783055733,25.5401342512609,25.2576076346421,"complete"
"Q9P273;Q9NT68-2;Q9NT68","TENM3","Teneurin-3",NA,NA,0.0546966566503357,0.67820562510985,FALSE,24.5663214472675,24.6276685583592,24.7211462015789,24.5837056581544,24.3947474363327,24.7725931427675,"complete"
"Q9P287;Q9P287-4;Q9P287-3;Q9P287-2","BCCIP","BRCA2 and CDKN1A-interacting protein",NA,NA,-2.64330393255257,0.0412544028815859,TRUE,20.6158701511899,21.5298088929491,19.1876541808423,23.4865724712872,22.0104430085449,23.7662295428069,"MNAR"
"Q9P289;Q9P289-2;Q9P289-3;O00506-3;O00506-2;O00506","STK26","Serine/threonine-protein kinase 26",NA,NA,-0.728070280637034,0.0200492257077188,FALSE,24.566877351314,24.3076761104391,24.4074128225638,24.8811236763332,25.2212836443217,25.3637698055731,"complete"
"Q9P2B2","PTGFRN","Prostaglandin F2 receptor negative regulator",NA,NA,-0.368629934621868,0.0156228891168348,FALSE,25.9835537863581,25.8315107298358,26.0523850539815,26.1990148978641,26.4072879391092,26.3670365370677,"complete"
"Q9P2E5-2;Q9P2E5","CHPF2","Chondroitin sulfate glucuronyltransferase",NA,NA,-0.408041607825666,0.223194397290824,FALSE,24.3835862081061,24.2647630730721,24.9032356709865,24.7444126150082,24.6981817789458,25.3331153816877,"complete"
"Q9P2E9;Q9P2E9-3","RRBP1","Ribosome-binding protein 1",NA,NA,-0.42738471271263,0.0146723645832081,FALSE,27.6385292797029,27.4943064058162,27.6151035912473,27.8629029341727,28.0445503239878,28.1226401567438,"complete"
"Q9P2I0","CPSF2","Cleavage and polyadenylation specificity factor subunit 2",NA,NA,1.8044404396973,0.0193415728447977,TRUE,25.3058676505712,25.3259549580493,24.6852699202993,23.4861553848463,23.8086455470999,22.6089702778817,"MAR"
"Q9P2J5;Q9P2J5-2;Q9P2J5-3","LARS","Leucine--tRNA ligase, cytoplasmic",NA,NA,-0.786734579560768,0.0602621074319889,FALSE,23.7851540630887,23.7691862077131,24.4072421615222,24.6765416327846,24.4543704298603,25.1908741083614,"complete"
"Q9P2J9","PDP2","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial","Matrix","Metabolism > Carbohydrate metabolism > Pyruvate metabolism",-0.0045825847185661,0.983027922113064,FALSE,24.0807977501707,24.1387898888068,24.5882653227538,24.4267637762972,24.3615040432364,24.0333328963534,"complete"
"Q9P2K2","TXNDC16","Thioredoxin domain-containing protein 16",NA,NA,0.805967752685632,0.258789228611819,FALSE,25.7577095137386,25.7206797310593,25.8096818077783,NA,24.6074761827107,25.3059690136355,NA
"Q9P2K5-2;Q9P2K5-3","MYEF2","Myelin expression factor 2",NA,NA,0.0225967525170319,0.953025187367082,FALSE,24.186274074183,24.4706853668261,23.3696405985931,24.1927490153654,23.9209370941545,23.8451236725312,"MAR"
"Q9P2M7;Q9P2M7-2;Q0VF96-2","CGN","Cingulin",NA,NA,-0.248712276700601,0.157763350612841,FALSE,25.3536871614131,25.2940893465252,24.9762507717335,25.3811922482281,25.5196313284577,25.4693405330878,"complete"
"Q9P2R3;Q9P2R3-2;Q9P2R3-4","ANKFY1","Rabankyrin-5",NA,NA,0.196280257524833,0.00157999538780647,FALSE,24.9719401896209,25.016069271717,24.9656544452839,24.8228524930004,24.7570297133244,24.7849409277225,"complete"
"Q9P2R7-2;Q9P2R7","SUCLA2","Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial","Matrix","Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing",0.572926871535834,0.0339980960116564,FALSE,28.4649853577599,28.5742558839152,28.5813325642994,28.1329328647617,28.0420626884944,27.7267976381109,"complete"
"Q9P2W9","STX18","Syntaxin-18",NA,NA,-0.953868446976365,0.0059231429866362,FALSE,24.2883056978565,24.1464175129564,24.231135763833,25.1042655601225,25.3834411428715,25.039757612581,"complete"
"Q9P2X0-2;Q9P2X0","DPM3","Dolichol-phosphate mannosyltransferase subunit 3",NA,NA,0.345709997129969,0.319626025543317,FALSE,NA,25.2830364579228,25.7034533918526,25.4829038502856,24.880774626396,25.0789263065916,NA
"Q9UBB4;Q9UBB4-2","ATXN10","Ataxin-10",NA,NA,-0.405294444515569,0.293033464403434,FALSE,22.7092803448515,22.1337425763342,22.8530907712141,22.5410355891543,23.4127846866924,22.9581767500998,"complete"
"Q9UBC2-3;Q9UBC2;Q9UBC2-2;Q9UBC2-4","EPS15L1","Epidermal growth factor receptor substrate 15-like 1",NA,NA,-0.257102575721433,0.301249246281013,FALSE,24.5890763876765,24.266460841684,24.2675944039214,24.2832992540759,24.725487404886,24.8856527014843,"complete"
"Q9UBF2;Q9UBF2-2","COPG2","Coatomer subunit gamma-2",NA,NA,-0.673846921990265,0.113696080178858,FALSE,23.956668735214,23.7048245971721,24.3161062269602,24.3353647127415,24.4692185327017,25.1945570798739,"complete"
"Q9UBG0","MRC2","C-type mannose receptor 2",NA,NA,2.9386609008291,0.0939634253440097,FALSE,24.972941970071,24.5621040720151,24.8149279887409,20.9162042533118,20.8078336999239,23.809953375104,"MNAR"
"Q9UBI6","GNG12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",NA,NA,0.0234340518843332,0.914191740041623,FALSE,28.6342502194606,28.2825902291053,28.3156718708304,28.0517946990938,28.5824026477605,28.528012816889,"complete"
"Q9UBM7","DHCR7","7-dehydrocholesterol reductase",NA,NA,0.161475242554634,0.245410572072431,FALSE,26.6651493313301,26.8766263516404,26.7472621450283,26.7701209784264,26.4332873874298,26.6012037344787,"complete"
"Q9UBP9-3;Q9UBP9;Q9UBP9-4","GULP1","PTB domain-containing engulfment adapter protein 1",NA,NA,-0.333380144473765,0.534391160432964,FALSE,24.2696651696985,23.5869645946411,NA,23.6339877372784,24.6473599635469,24.5037373791054,NA
"Q9UBQ0;Q9UBQ0-2","VPS29","Vacuolar protein sorting-associated protein 29",NA,NA,-0.404998453981399,0.0047140113277542,FALSE,24.1897030137304,24.0950171246924,24.0612743731609,24.416663374474,24.5521726127451,24.5921538863088,"complete"
"Q9UBQ5;Q9UBQ5-2","EIF3K","Eukaryotic translation initiation factor 3 subunit K",NA,NA,0.0748321141246642,0.759814374979142,FALSE,25.3263214980819,25.154179626151,25.5021191994893,25.0111547965537,25.0988373701115,25.648131814683,"complete"
"Q9UBQ6","EXTL2","Exostosin-like 2;Processed exostosin-like 2",NA,NA,0.588285529008701,0.312598288125777,FALSE,25.4876694397186,25.1549875512054,25.3612483435147,24.2137530191346,24.4037936556992,25.6215020725788,"complete"
"Q9UBQ7;Q9UBQ7-2","GRHPR","Glyoxylate reductase/hydroxypyruvate reductase","Matrix","Metabolism > Amino acid metabolism > Glyoxylate metabolism",0.466152841716667,0.0107749370076894,FALSE,28.4982578787507,28.4912155580929,28.6420146015203,28.0822218024089,28.0736378337939,28.0771698770111,"complete"
"Q9UBR2","CTSZ","Cathepsin Z",NA,NA,1.42991099710157,0.00285212862974828,TRUE,27.7596509354271,27.4948465101126,27.6198905866042,26.0114775556373,26.4766185054808,26.0965589797211,"complete"
"Q9UBS4","DNAJB11","DnaJ homolog subfamily B member 11",NA,NA,0.0574395077226342,0.766855201718244,FALSE,27.9033840067413,27.6703182757867,27.7109806080346,27.426497879619,27.703956734018,27.9819097537577,"complete"
"Q9UBT2;Q9UBT2-2","UBA2","SUMO-activating enzyme subunit 2",NA,NA,-1.94432040441193,0.0289036079453786,TRUE,21.0677958687425,21.7336879355158,21.1522328998366,23.630625911267,22.4027996053831,23.7532524006806,"complete"
"Q9UBT7;Q9UBT7-2;Q9UBT7-3","CTNNAL1","Alpha-catulin",NA,NA,-1.13189220528057,0.0303604646546508,TRUE,25.3308514867678,24.7680770034262,24.8058365131875,25.5740736901132,26.4405854876368,26.2857824414732,"complete"
"Q9UBU9;Q9UBU9-2","NXF1","Nuclear RNA export factor 1",NA,NA,1.0432371967803,0.00182027017378748,TRUE,25.4703704837334,25.2637663662759,25.2293956644441,24.1078638223896,24.465986036263,24.2599710654599,"complete"
"Q9UBV2;Q9UBV2-2","SEL1L","Protein sel-1 homolog 1",NA,NA,0.0593603606774344,0.17026741238872,FALSE,26.1963657499249,26.1722791147256,26.2698251535373,26.1437720849601,26.1757224416541,26.1408944095413,"complete"
"Q9UBV8","PEF1","Peflin",NA,NA,-0.0159079729567502,0.968296227168945,FALSE,23.0895834859612,23.2684534095895,22.5947408777077,23.2910930730282,NA,22.7092413883909,NA
"Q9UBX3;Q9UBX3-2","SLC25A10","Mitochondrial dicarboxylate carrier","MIM","Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Small molecule transport > SLC25A family",0.566506218275098,0.0304267084474738,FALSE,27.8200378582819,28.1231872132313,27.764796478485,27.5837842250609,27.1470854387751,27.2776332313369,"complete"
"Q9UDR5","AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase","Matrix","Metabolism > Amino acid metabolism > Lysine metabolism",0.319622908171066,0.028257422633488,FALSE,28.911547048173,28.8359642786151,28.9610609706087,28.5624684672728,28.7153512484934,28.4718838571174,"complete"
"Q9UDW1;Q9UDW1-2","UQCR10","Cytochrome b-c1 complex subunit 9","MIM","OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits",-0.750479704059067,0.0536152267853613,FALSE,24.0885994437654,24.4230436417675,24.6584799244719,25.3795629701383,24.7137071922421,25.3282919598016,"complete"
"Q9UDX5;Q9UDX5-2","MTFP1","Mitochondrial fission process protein 1","Membrane","Mitochondrial dynamics and surveillance > Fission",0.302903716936534,0.19637814391532,FALSE,25.1712232923577,25.523621452621,25.1766569996011,25.2726190468778,24.7458536151882,24.9443179317042,"complete"
